,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Cayenne,GF,4.9333,-52.3333,78.8,94,75,6.91,broken clouds
347,Srednekolymsk,RU,67.45,153.6833,-19.93,86,100,4.38,overcast clouds
348,Zyryanka,RU,65.75,150.85,-20.25,87,100,1.92,overcast clouds
349,Vorukh,TJ,39.8494,70.5838,31.14,79,0,2.68,clear sky
350,Dingle,PH,10.9995,122.6711,78.08,85,79,13.58,light rain
351,La Primavera,CO,5.4906,-70.4092,83.86,50,96,4.65,overcast clouds
352,Chara,RU,56.9064,118.2631,-24.05,72,39,1.68,scattered clouds
353,Tral,IN,33.9333,75.1,27.79,88,94,2.21,overcast clouds
354,Athabasca,CA,54.7169,-113.2854,1.4,78,100,11.5,snow
355,Vytegra,RU,61.0064,36.4481,17.24,96,100,6.4,light snow
356,Athens,GR,37.9795,23.7162,55.99,93,20,4.03,few clouds
357,Acapulco,MX,16.8634,-99.8901,80.6,78,40,2.3,scattered clouds
358,San Quintin,MX,30.4833,-115.95,62.55,71,100,15.82,overcast clouds
359,Zeya,RU,53.75,127.2667,-20.07,75,93,3.2,overcast clouds
360,Port Augusta,AU,-32.5,137.7667,80.01,36,50,2.3,scattered clouds
361,Coihaique,CL,-45.5752,-72.0662,66.2,55,0,1.14,clear sky
362,Riberalta,BO,-10.9833,-66.1,75.96,89,78,1.54,broken clouds
363,Bafra,TR,41.5678,35.9069,53.6,43,0,5.75,clear sky
364,Marsh Harbour,BS,26.5412,-77.0636,59.88,70,31,25.68,scattered clouds
365,Hualmay,PE,-11.0964,-77.6139,70.09,80,88,7.63,overcast clouds
366,Karoi,ZW,-16.8099,29.6925,63.1,98,97,4.34,light rain
367,Tynda,RU,55.1667,124.7167,-29.38,79,0,3.65,clear sky
368,Karratha,AU,-20.7377,116.8463,83.39,79,83,18.41,broken clouds
369,Copacabana,CO,6.3463,-75.5089,62.6,100,40,2.3,light rain
370,Elko,US,41.0002,-115.5012,48.2,49,1,6.91,clear sky
371,Rivne,UA,50.6231,26.2274,34.0,90,91,4.0,overcast clouds
372,Zwedru,LR,6.0667,-8.1281,72.48,98,23,2.75,few clouds
373,Kigonsera,TZ,-10.8,35.05,68.0,88,40,2.1,scattered clouds
374,Otavi,NA,-19.65,17.3333,65.62,55,83,8.25,broken clouds
375,Alappuzha,IN,9.49,76.3264,74.86,73,1,7.31,clear sky
376,Hasaki,JP,35.7333,140.8333,48.2,42,20,10.36,few clouds
377,Touros,BR,-5.1989,-35.4608,78.8,78,20,6.91,few clouds
378,Mayo,US,38.8876,-76.5119,34.0,69,90,16.11,overcast clouds
379,Linqiong,CN,30.4159,103.4609,46.4,93,12,1.23,mist
380,Iqaluit,CA,63.7506,-68.5145,-16.6,69,90,0.76,overcast clouds
381,Isangel,VU,-19.55,169.2667,86.0,74,75,17.27,broken clouds
382,Spasskoye,RU,44.6108,132.7969,-3.71,85,68,10.36,broken clouds
383,Kosa,RU,59.9445,54.9977,8.85,95,100,7.65,overcast clouds
384,Bonavista,CA,48.6499,-53.1147,28.99,93,86,2.3,overcast clouds
385,Andros Town,BS,24.7,-77.7667,60.8,59,20,14.97,few clouds
386,Goundam,ML,16.4145,-3.6708,65.91,21,0,6.98,clear sky
387,Karpogory,RU,64.0019,44.4451,5.61,95,100,8.93,overcast clouds
388,Cap Malheureux,MU,-19.9842,57.6142,77.0,80,0,3.0,clear sky
389,Mehamn,NO,71.0357,27.8492,24.42,91,96,18.05,light snow
390,Buraydah,SA,26.326,43.975,59.0,51,0,10.36,clear sky
391,Ibra,OM,22.6906,58.5334,52.93,83,54,1.34,broken clouds
392,Prince George,CA,53.9166,-122.753,14.0,85,90,12.66,overcast clouds
393,Aklavik,CA,68.2191,-135.0107,-27.4,68,20,6.91,few clouds
394,Tashla,RU,51.7716,52.7427,33.17,97,100,7.63,snow
395,Luxor,EG,25.6989,32.6421,51.8,40,0,1.79,clear sky
396,Lata,PT,40.1629,-8.3327,57.99,92,100,5.99,light rain
397,Tumaco,CO,1.7986,-78.8156,77.27,90,33,3.91,light rain
398,Sitka,US,57.0531,-135.33,35.6,64,20,10.36,few clouds
399,Todos Santos,MX,23.45,-110.2167,70.0,75,84,4.68,broken clouds
400,Awbari,LY,26.5921,12.7805,46.08,70,0,1.16,clear sky
401,Garowe,SO,8.4054,48.4845,57.22,79,81,7.05,broken clouds
402,Los Llanos De Aridane,ES,28.6585,-17.9182,62.6,77,90,6.91,overcast clouds
403,Ilulissat,GL,69.2167,-51.1,-5.8,65,0,23.02,clear sky
404,Edson,CA,53.5835,-116.4356,1.4,78,90,6.91,overcast clouds
405,Valle Hermoso,MX,25.6667,-97.8333,62.6,63,75,6.91,broken clouds
406,Golden Gate,US,26.1879,-81.6951,57.2,54,1,18.41,clear sky
407,Harer,ET,9.3094,42.1258,48.49,42,0,2.77,clear sky
408,Paamiut,GL,61.994,-49.6678,6.17,80,0,13.82,clear sky
409,Alta Floresta,BR,-9.8756,-56.0861,78.8,94,0,3.44,clear sky
410,Aykhal,RU,66.0,111.5,-22.76,83,100,10.98,overcast clouds
411,Dalby,AU,-27.1833,151.2667,87.01,35,8,5.99,clear sky
412,Kaeo,NZ,-35.1,173.7833,73.35,53,1,7.38,clear sky
413,Chihuahua,MX,28.5,-106.0,63.0,31,75,2.3,broken clouds
414,Tafalla,ES,42.5269,-1.6745,51.8,76,0,8.05,clear sky
415,Road Town,VG,18.4167,-64.6167,80.6,65,20,5.75,few clouds
416,Santa Maria,BR,-29.6842,-53.8069,75.2,100,20,2.3,few clouds
417,Mount Gambier,AU,-37.8333,140.7667,69.8,52,0,12.66,clear sky
418,Ouidah,BJ,6.3631,2.0851,84.2,84,40,12.66,scattered clouds
419,Sur,OM,22.5667,59.5289,64.74,71,51,2.35,broken clouds
420,Nosy Varika,MG,-20.5833,48.5333,75.69,81,0,4.41,clear sky
421,Monmouth,US,40.3001,-74.1663,33.01,93,90,12.66,light snow
422,Mazabuka,ZM,-15.856,27.748,64.89,97,99,4.29,overcast clouds
423,Coquimbo,CL,-29.9533,-71.3436,60.8,77,0,5.75,clear sky
424,Cangzhou,CN,38.3167,116.8667,33.93,75,17,7.09,few clouds
425,Chinhoyi,ZW,-17.3667,30.2,64.24,95,69,5.44,broken clouds
426,San Rafael,AR,-34.6177,-68.3301,67.17,42,16,4.43,few clouds
427,Gat,IL,31.61,34.7642,61.0,56,39,5.01,scattered clouds
428,Soyo,AO,-6.1349,12.3689,79.23,82,100,7.92,overcast clouds
429,Stulovo,RU,58.7225,50.1439,15.85,96,93,7.11,overcast clouds
430,Kanker,IN,20.2719,81.4931,59.56,32,0,3.44,clear sky
431,Namtsy,RU,62.7161,129.6658,-36.4,61,100,4.47,light snow
432,Lorengau,PG,-2.0226,147.2712,83.43,77,100,11.36,overcast clouds
433,Ikwiriri,TZ,-7.9562,38.9716,70.57,95,12,2.44,few clouds
434,Panjab,AF,34.388,67.0233,7.34,81,10,5.5,clear sky
435,Komsomolets,KZ,53.7453,62.0708,34.83,97,100,11.99,light rain
436,Laguna,US,38.421,-121.4238,57.99,82,40,10.36,scattered clouds
437,Poronaysk,RU,49.2167,143.1167,-13.5,81,13,4.38,few clouds
438,Bitung,ID,1.4451,125.1824,84.2,70,40,3.44,scattered clouds
439,Cam Ranh,VN,11.9214,109.1591,77.0,69,40,12.66,scattered clouds
440,Labuhan,ID,-6.8844,112.2051,82.02,79,4,11.52,clear sky
441,Santona,ES,43.4439,-3.4576,63.0,55,0,20.71,clear sky
442,Noumea,NC,-22.2763,166.4572,77.0,99,93,33.4,heavy intensity rain
443,Moose Factory,CA,51.2585,-80.6094,1.4,85,90,2.3,overcast clouds
444,Novyy Urengoy,RU,66.0833,76.6333,4.03,94,75,5.48,broken clouds
445,Zhicheng,CN,30.2956,111.5047,53.01,97,3,3.31,clear sky
446,Coolum Beach,AU,-26.5333,153.1,79.0,81,6,5.01,clear sky
447,Owando,CG,-0.4819,15.8999,72.86,92,0,1.74,clear sky
448,Bhadrachalam,IN,17.6667,80.8833,63.39,80,3,2.53,clear sky
449,Progreso,MX,21.2833,-89.6667,66.2,59,1,4.61,clear sky
450,Ambon,ID,-3.6954,128.1814,86.0,70,40,12.66,scattered clouds
451,Sompeta,IN,18.9333,84.6,68.36,46,0,4.36,clear sky
452,Troitsko-Pechorsk,RU,62.7084,56.1964,16.32,96,100,7.31,overcast clouds
453,Tirat Karmel,IL,32.7617,34.9719,70.0,38,93,10.0,overcast clouds
454,Bowen,AU,-20.0167,148.2333,87.8,55,98,9.22,light rain
455,Bavly,RU,54.393,53.2602,13.95,96,100,4.65,overcast clouds
456,Diffa,NE,13.3154,12.6113,67.98,18,0,10.2,clear sky
457,Puerto Carreno,CO,6.189,-67.4859,82.44,54,98,8.34,overcast clouds
458,Yeppoon,AU,-23.1333,150.7333,82.4,57,40,10.36,scattered clouds
459,Krasnoselkup,RU,65.7,82.4667,3.07,94,86,7.4,overcast clouds
460,Vinh Long,VN,10.25,105.9667,77.0,88,20,2.3,few clouds
461,Corn Island,NI,12.1694,-83.0418,78.8,75,29,33.42,scattered clouds
462,Sakaiminato,JP,35.55,133.2333,41.0,48,75,20.71,broken clouds
463,Fukue,JP,32.6881,128.8419,42.8,56,75,9.22,broken clouds
464,Pisco,PE,-13.7,-76.2167,73.4,68,0,9.22,clear sky
465,Hidrolandia,BR,-4.4081,-40.4378,74.16,70,0,3.87,clear sky
466,Matadi,CD,-5.8167,13.45,77.81,85,100,2.35,overcast clouds
467,Price,US,39.5994,-110.8107,39.2,52,90,0.56,overcast clouds
468,Mahina,PF,-17.5065,-149.489,82.4,89,20,12.66,light rain
469,Segovia,ES,41.1667,-4.0,44.01,92,4,8.86,clear sky
470,Namibe,AO,-15.1961,12.1522,72.55,72,90,5.82,overcast clouds
471,Vila Velha,BR,-20.3297,-40.2925,78.8,78,20,6.91,few clouds
472,Kokopo,PG,-4.352,152.2633,80.04,81,100,8.3,light rain
473,Orje,NO,59.4802,11.6602,23.0,90,92,3.0,overcast clouds
474,Gizo,SB,-8.103,156.8419,83.59,77,100,12.86,light rain
475,Chizhou,CN,30.6578,117.4831,52.54,59,0,2.86,clear sky
476,Muros,ES,42.7762,-9.0603,57.0,80,25,10.0,scattered clouds
477,Mahuta,TZ,-10.8667,39.45,67.3,100,18,1.39,few clouds
478,Sorland,NO,67.667,12.6934,30.94,86,96,13.27,overcast clouds
479,Porto Santo,PT,33.072,-16.3415,62.6,77,75,4.61,broken clouds
480,Aitape,PG,-3.1374,142.3475,81.52,80,100,5.73,moderate rain
481,Bichura,RU,50.5881,107.6022,-0.83,87,87,3.74,snow
482,Platteville,US,42.7342,-90.4785,21.2,100,1,3.83,clear sky
483,Saint-Joseph,RE,-21.3667,55.6167,78.8,69,40,6.91,scattered clouds
484,Opuwo,NA,-18.0607,13.84,66.88,45,30,3.42,scattered clouds
485,Itarema,BR,-2.9248,-39.9167,77.76,80,73,11.36,broken clouds
486,Millinocket,US,45.6573,-68.7098,28.4,93,90,18.41,snow
487,San Juan,AR,-31.5375,-68.5364,68.67,39,3,9.06,clear sky
488,Matagami,CA,49.7502,-77.6328,15.8,92,90,8.05,overcast clouds
489,Tecoanapa,MX,16.5167,-98.75,76.93,79,0,3.0,clear sky
490,Campana,AR,-34.1687,-58.9591,72.0,87,42,3.8,scattered clouds
491,Antofagasta,CL,-23.65,-70.4,64.4,82,20,11.5,few clouds
492,Normandin,CA,48.8333,-72.5321,26.6,50,100,9.22,overcast clouds
493,Lanzhou,CN,36.0564,103.7922,28.0,49,96,0.45,overcast clouds
494,Corinto,GR,37.9407,22.9573,50.0,68,60,1.28,broken clouds
495,Christchurch,NZ,-43.5333,172.6333,72.0,56,13,4.61,few clouds
496,Bayugan,PH,8.7561,125.7675,85.44,64,12,1.48,few clouds
497,Arroio Grande,BR,-32.2375,-53.0869,73.15,92,75,8.88,moderate rain
498,Awjilah,LY,29.1081,21.2869,55.9,49,86,4.07,overcast clouds
499,Llandrindod Wells,GB,52.2416,-3.3787,46.0,97,100,16.51,overcast clouds
500,Finschhafen,PG,-6.6024,147.8681,86.88,67,100,10.56,overcast clouds
501,Goffstown,US,43.0204,-71.6003,33.8,75,90,12.66,overcast clouds
502,Zabaykalsk,RU,49.6333,117.3167,-20.63,82,0,13.2,clear sky
503,Lyuban,BY,52.7985,28.0048,27.61,98,100,8.86,overcast clouds
504,Olive Branch,US,34.9618,-89.8295,35.6,69,1,3.44,clear sky
505,Zetaquira,CO,5.2822,-73.169,63.03,75,100,0.58,overcast clouds
506,Hokitika,NZ,-42.7167,170.9667,66.18,70,18,12.46,few clouds
507,Warner Robins,US,32.621,-83.5999,43.0,45,1,10.36,clear sky
508,Inta,RU,66.0317,60.1659,10.99,95,100,13.02,overcast clouds
509,Kasane,BW,-17.8167,25.15,67.68,95,100,3.71,overcast clouds
510,Tehachapi,US,35.1322,-118.449,54.0,61,25,3.0,scattered clouds
511,Segou,ML,13.4317,-6.2157,66.65,19,0,8.05,clear sky
512,Ayorou,NE,14.7308,0.9174,68.86,18,0,6.87,clear sky
513,Ust-Maya,RU,60.4167,134.5333,-37.61,78,100,3.0,overcast clouds
514,Udachnyy,RU,66.4167,112.4,-25.73,83,100,21.59,light snow
515,Sioux Lookout,CA,50.1001,-91.917,23.0,86,90,10.36,overcast clouds
516,Lazaro Cardenas,MX,17.9583,-102.2,76.95,79,0,6.26,clear sky
517,Thinadhoo,MV,0.5333,72.9333,82.71,68,71,4.36,broken clouds
518,Jumla,NP,29.2747,82.1838,34.43,60,0,3.96,clear sky
519,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,78.8,78,40,4.61,scattered clouds
520,Gabu,GW,12.2833,-14.2167,66.94,90,0,2.89,clear sky
521,Santa Engracia,ES,41.9406,-1.3245,59.0,71,11,10.36,few clouds
522,Sistranda,NO,63.7256,8.834,17.6,79,40,13.8,scattered clouds
523,Lubango,AO,-14.9172,13.4925,62.33,81,97,1.74,overcast clouds
524,Hobyo,SO,5.3505,48.5268,73.9,77,96,15.03,overcast clouds
525,Vaasa,FI,63.096,21.6158,-2.2,84,0,5.75,clear sky
526,El Alto,PE,-4.2714,-81.2147,71.62,85,9,13.98,clear sky
527,Grado,ES,43.388,-6.0743,55.4,82,20,5.75,few clouds
528,East Wenatchee,US,47.4157,-120.2931,42.8,49,1,10.36,clear sky
529,Shimoda,JP,34.6667,138.95,48.2,57,20,9.22,few clouds
530,Uzunovo,RU,54.5386,38.6173,9.52,94,100,7.0,overcast clouds
531,Asfi,MA,32.2994,-9.2372,59.83,82,100,5.19,overcast clouds
532,San Policarpo,PH,12.1791,125.5072,81.32,80,99,15.52,overcast clouds
533,Porto Empedocle,IT,37.2934,13.5264,45.0,92,0,4.23,clear sky
534,Beloha,MG,-25.1667,45.05,77.11,86,7,12.26,clear sky
535,Aswan,EG,24.0934,32.907,61.75,38,0,4.25,clear sky
536,Umm Kaddadah,SD,13.6017,26.6876,74.05,20,0,8.55,clear sky
537,Tanout,NE,14.9709,8.8879,64.13,22,0,12.41,clear sky
538,Orzu,TJ,37.5593,68.8184,39.2,93,40,4.47,scattered clouds
539,Kabo,CF,7.6994,18.629,73.53,26,31,3.65,scattered clouds
540,Davlekanovo,RU,54.2215,55.0343,21.2,93,90,8.95,light snow
541,Pudozh,RU,61.8099,36.5345,6.39,95,96,3.67,overcast clouds
542,Quang Ngai,VN,15.1167,108.8,73.63,81,15,7.45,few clouds
543,Muisne,EC,0.6,-80.0333,77.79,84,48,4.14,light rain
544,Ouallam,NE,14.3188,2.0866,70.0,17,0,10.6,clear sky
545,Torbay,CA,47.6666,-52.7314,28.99,80,90,12.66,overcast clouds
546,Sibolga,ID,1.7427,98.7792,80.94,72,100,1.68,overcast clouds
547,Nara,JP,34.6851,135.8049,42.8,49,20,16.11,few clouds
548,Bulgan,MN,48.8125,103.5347,2.17,81,2,3.74,clear sky
549,Escanaba,US,45.7453,-87.0646,24.8,68,1,5.75,clear sky
550,Lac Du Bonnet,CA,50.2536,-96.0612,25.0,100,73,3.0,broken clouds
551,Callaway,US,30.153,-85.5699,48.99,49,0,3.0,clear sky
552,Luau,AO,-10.7073,22.2247,65.19,97,100,2.13,light rain
553,Kharabali,RU,47.4196,47.2568,35.01,99,1,7.49,clear sky
554,Lavrentiya,RU,65.5833,-171.0,5.43,86,100,24.38,overcast clouds
555,Hanzhong,CN,33.0728,107.0303,50.11,52,97,1.7,overcast clouds
556,Gumla,IN,23.05,84.55,54.88,40,0,2.46,clear sky
557,Taksimo,RU,56.3444,114.8794,-18.6,76,98,3.27,overcast clouds
558,Port Hardy,CA,50.6996,-127.4199,44.6,81,75,6.91,broken clouds
559,Burnie,AU,-41.0667,145.9167,69.01,47,83,5.19,broken clouds
560,Valdosta,US,30.8327,-83.2785,44.6,56,1,3.44,clear sky
561,Verkhoyansk,RU,67.5447,133.385,-42.34,77,88,3.49,overcast clouds
562,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,12.66,scattered clouds
563,Santa Ines,BR,-3.6667,-45.38,74.28,95,65,2.35,broken clouds
564,Williams Lake,CA,52.1415,-122.1445,32.0,100,90,4.61,overcast clouds
565,Zhigansk,RU,66.7697,123.3711,-33.81,83,100,17.27,overcast clouds
566,Dzhebariki-Khaya,RU,62.2167,135.8,-42.97,76,100,2.33,overcast clouds
567,Clarence Town,AU,-32.5833,151.7833,75.99,64,75,11.5,broken clouds
568,Wau,SS,7.7029,27.9953,74.62,32,0,1.9,clear sky
569,Andra,RU,62.5147,65.8878,2.21,93,6,5.06,clear sky
570,Sozimskiy,RU,59.7418,52.2482,14.32,96,100,8.66,overcast clouds
571,Nha Trang,VN,12.25,109.1833,77.0,69,40,12.66,scattered clouds
572,Xining,CN,36.6167,101.7667,22.06,59,0,3.09,clear sky
573,Akyab,MM,20.15,92.9,62.37,42,0,6.11,clear sky
574,Cotonou,BJ,6.3654,2.4183,84.2,84,40,12.66,scattered clouds
575,Fort Nelson,CA,58.8053,-122.7002,-7.6,71,90,6.91,light snow
576,Bilma,NE,18.6853,12.9164,60.53,31,0,11.48,clear sky
577,Scandiano,IT,44.5965,10.6907,39.0,97,0,1.36,clear sky
578,Tinglev,DK,54.931,9.2524,32.0,80,99,6.91,light snow
579,Hvide Sande,DK,56.0045,8.1294,30.0,84,100,18.07,overcast clouds
580,Porto Murtinho,BR,-21.6989,-57.8825,82.4,64,79,4.61,broken clouds
581,Algiers,DZ,36.7525,3.042,58.03,56,10,2.3,clear sky
582,Marevo,RU,57.3146,32.0804,22.68,93,100,13.53,snow
583,Enshi,CN,30.3,109.4833,51.3,63,0,0.78,clear sky
584,Nelson Bay,AU,-32.7167,152.15,73.0,64,75,11.5,broken clouds
585,Rawlins,US,41.7911,-107.2387,39.2,60,1,6.91,clear sky
586,Belyy Yar,RU,53.6039,91.3903,-4.0,77,100,2.24,mist
587,Ayan,RU,56.45,138.1667,-24.95,69,100,14.58,overcast clouds
588,Marinette,US,45.1,-87.6307,28.4,46,1,5.75,clear sky
589,Sahuaripa,MX,29.05,-109.2333,68.92,33,92,0.98,overcast clouds
590,Carlagan,PH,14.975,122.0456,78.75,77,30,19.01,scattered clouds
591,Murud,IN,18.3258,72.965,72.1,39,0,4.52,clear sky
592,Williston,US,48.147,-103.618,36.0,74,56,7.11,broken clouds
593,Bafq,IR,31.6128,55.4107,44.64,50,0,0.49,clear sky
594,Tra Vinh,VN,9.9347,106.3453,79.93,61,67,6.31,broken clouds
595,Mobara,JP,35.4167,140.3,48.2,42,20,10.36,few clouds
596,Emba,KZ,48.8264,58.1442,28.22,96,100,10.63,overcast clouds
597,Wesselsbron,ZA,-27.8549,26.3658,59.0,94,100,8.9,light rain
598,Ust-Nera,RU,64.5667,143.2,-27.22,75,58,4.47,broken clouds
599,Crewe,GB,53.0979,-2.4416,46.99,90,100,5.01,overcast clouds
600,Chardara,KZ,41.2547,67.9692,40.23,76,0,8.81,clear sky
601,Gualeguaychu,AR,-33.0094,-58.5172,70.0,96,100,1.99,overcast clouds
602,Mantua,IT,45.1667,10.7833,39.99,97,5,3.0,clear sky
603,Gao,ML,16.6362,1.637,67.24,19,0,7.76,clear sky
604,Yerbogachen,RU,61.2767,108.0108,-35.25,82,4,4.43,clear sky
605,La Ronge,CA,55.1001,-105.2842,17.6,86,100,9.22,light snow
606,Lagos,NG,6.5833,3.75,78.06,87,0,2.3,clear sky
607,Koulikoro,ML,14.0,-7.75,67.14,18,0,9.19,clear sky
608,Sanghar,PK,26.0466,68.9481,51.8,87,0,3.0,fog
609,Marechal Candido Rondon,BR,-24.5561,-54.0567,74.79,88,100,4.79,light rain
610,Petrolina,BR,-9.3986,-40.5008,86.0,45,0,4.61,clear sky
611,Den Helder,NL,52.9599,4.7593,45.0,100,75,9.22,broken clouds
612,Yarovoye,RU,52.9273,78.58,15.08,95,100,15.48,overcast clouds
613,Dwarka,IN,22.2394,68.9678,68.0,76,0,7.23,clear sky
614,Calama,CL,-22.4667,-68.9333,64.4,20,0,18.41,clear sky
615,Najran,SA,17.4924,44.1277,51.8,50,0,1.83,clear sky
616,Nago,JP,26.5881,127.9761,62.6,59,20,11.5,few clouds
617,Meadow Lake,US,34.8014,-106.5436,60.8,33,75,4.61,broken clouds
618,Chifeng,CN,42.2683,118.9636,4.37,82,100,4.79,overcast clouds
619,Mountain Home,US,43.133,-115.6912,50.0,62,90,8.05,moderate rain
620,Waingapu,ID,-9.6567,120.2641,81.48,77,92,15.82,overcast clouds
621,Traverse City,US,44.7631,-85.6206,28.4,64,20,13.8,few clouds
622,Placido De Castro,BR,-10.3353,-67.1856,76.75,82,70,0.72,broken clouds
623,Passo De Camaragibe,BR,-9.2368,-35.4901,75.2,88,20,3.44,few clouds
624,Namatanai,PG,-3.6667,152.4333,81.07,77,95,7.36,overcast clouds
625,Broken Hill,AU,-31.95,141.4333,75.2,29,0,6.91,clear sky
626,Anloga,GH,5.7947,0.8973,84.2,79,40,5.75,scattered clouds
627,Luangwa,ZM,-15.6167,30.4167,70.77,92,3,1.3,clear sky
628,Sangolqui,EC,-0.3341,-78.4522,59.0,88,40,8.05,light rain
629,Tuatapere,NZ,-46.1333,167.6833,60.42,81,93,11.59,overcast clouds
630,Chunskiy,RU,56.0815,99.6342,-0.06,91,100,3.13,overcast clouds
631,Mana,GF,5.6592,-53.7767,77.43,88,88,11.9,overcast clouds
632,Morant Bay,JM,17.8815,-76.4093,75.2,78,75,20.71,broken clouds
633,Colombo,LK,6.9319,79.8478,77.0,83,20,12.66,few clouds
634,Prince Rupert,CA,54.3161,-130.3201,44.6,65,90,2.3,overcast clouds
635,Concordia,AR,-31.393,-58.0209,68.0,100,99,7.0,overcast clouds
636,Faya,SA,18.3851,42.4509,55.4,44,0,2.75,clear sky
637,Eyl,SO,7.9803,49.8164,68.63,74,55,14.58,broken clouds
638,Madhipura,IN,25.9167,86.7833,54.82,57,1,4.83,clear sky
639,Bilibino,RU,68.0546,166.4372,1.63,86,60,4.81,broken clouds
640,Doha,QA,25.2867,51.5333,62.6,77,0,9.22,clear sky
641,Yaan,NG,7.3833,8.5667,76.48,56,0,5.17,clear sky
642,Port Said,EG,31.2565,32.2841,59.0,94,0,8.39,clear sky
643,Manono,CD,-7.3,27.4167,67.75,94,100,2.17,overcast clouds
644,Aquiraz,BR,-3.9014,-38.3911,80.6,78,0,10.36,clear sky
645,Carndonagh,IE,55.25,-7.2667,42.44,91,100,20.89,overcast clouds
646,Axim,GH,4.8699,-2.2405,78.55,88,0,6.02,clear sky
647,Tornio,FI,65.8481,24.1466,-0.4,78,90,3.44,light snow
648,Mechetinskaya,RU,46.7713,40.456,43.29,93,10,5.46,clear sky
649,Ongandjera,NA,-17.8833,15.0667,71.51,51,86,5.79,overcast clouds
650,Katsuura,JP,35.1333,140.3,50.0,42,20,8.05,few clouds
651,Centerville,US,39.6284,-84.1594,28.0,80,1,5.75,clear sky
652,Denpasar,ID,-8.65,115.2167,82.4,83,40,10.36,scattered clouds
653,Paidha,UG,2.4167,30.9855,66.65,36,33,5.19,scattered clouds
654,Ukiah,US,39.1502,-123.2078,53.6,54,40,4.09,scattered clouds
655,Pasighat,IN,28.0667,95.3333,63.79,40,0,1.72,clear sky
656,Sechura,PE,-5.5569,-80.8222,74.82,71,0,15.1,clear sky
657,Port Hawkesbury,CA,45.6169,-61.3485,39.2,93,90,26.46,moderate rain
658,Omboue,GA,-1.5746,9.2618,77.99,88,49,4.32,scattered clouds
659,Drymen,GB,56.0655,-4.452,37.99,93,90,23.02,moderate rain
660,Champerico,GT,14.3,-91.9167,82.4,69,40,9.22,scattered clouds
661,Bayangol,RU,50.6977,103.4656,-5.55,86,85,3.18,light snow
662,Pesochnoye,RU,58.006,39.1772,14.79,96,100,4.94,overcast clouds
663,Balaipungut,ID,1.05,101.2833,78.8,83,20,4.61,few clouds
664,Solnechnyy,RU,50.7214,136.6319,-21.98,80,100,4.21,overcast clouds
665,Pinega,RU,64.7001,43.3936,12.22,95,100,9.4,overcast clouds
666,Shubarkuduk,KZ,49.1447,56.4872,30.45,96,100,11.83,overcast clouds
667,Altay,CN,47.8667,88.1167,14.29,81,92,1.41,overcast clouds
668,Baie-Comeau,CA,49.2168,-68.1489,26.6,86,90,25.32,snow
669,The Valley,AI,18.217,-63.0578,78.8,73,20,6.91,few clouds
670,Laela,TZ,-8.5667,32.05,58.62,94,1,1.77,clear sky
671,Oprisor,RO,44.2833,23.0833,41.0,96,30,1.32,scattered clouds
672,San Matias,BO,-16.3667,-58.4,80.65,70,100,3.91,overcast clouds
673,Honiara,SB,-9.4333,159.95,79.02,85,100,11.61,light rain
674,Gostyn,PL,51.8825,17.0123,37.99,98,100,7.49,overcast clouds
675,Tual,ID,-5.6667,132.75,81.9,80,100,21.32,moderate rain
676,Lukavica,BA,44.7628,18.1689,34.0,100,75,2.3,fog
677,Yerofey Pavlovich,RU,53.9667,121.9667,-20.78,79,100,3.22,overcast clouds
678,Agucadoura,PT,41.4318,-8.7804,57.2,94,75,14.97,broken clouds
679,Luwuk,ID,-0.9516,122.7875,81.36,74,100,2.13,overcast clouds
680,Sendenhorst,DE,51.8333,7.8333,48.0,98,92,13.38,light rain
681,Darhan,MN,49.4867,105.9228,-2.27,86,1,6.89,clear sky
682,Killybegs,IE,54.6333,-8.45,41.0,96,100,10.38,overcast clouds
683,Dejen,ET,10.1667,38.1333,49.57,45,22,4.05,few clouds
684,Kondinskoye,RU,59.6481,67.41,4.03,95,7,7.09,clear sky
685,Kamenskiy,RU,50.8855,45.488,34.65,97,100,2.08,overcast clouds
686,Krasnokholmskiy,RU,55.9873,55.0466,9.32,95,100,3.4,overcast clouds
687,Basco,PH,20.4487,121.9702,71.8,79,99,30.62,overcast clouds
688,Hay River,CA,60.8156,-115.7999,-13.0,70,100,9.22,overcast clouds
689,Trincomalee,LK,8.5711,81.2335,78.73,75,97,16.69,overcast clouds
690,Nanae,JP,41.8833,140.6833,15.8,86,90,18.41,snow
691,Abha,SA,18.2164,42.5053,55.4,44,0,1.74,clear sky
692,Vanavara,RU,60.34,102.2797,-13.49,89,100,5.35,light snow
693,Laranjeiras Do Sul,BR,-25.4078,-52.4161,66.34,97,100,2.46,overcast clouds
694,Beyneu,KZ,45.3167,55.2,38.28,71,94,13.29,overcast clouds
695,Chittaurgarh,IN,24.8833,74.6333,56.68,34,0,0.76,clear sky
696,Sembe,CG,1.6481,14.5806,71.76,88,94,1.97,overcast clouds
697,Portland,US,45.5234,-122.6762,44.01,87,100,3.0,overcast clouds
